"OCCUPANCY_DATE","PROGRAM_MODEL","CAPACITY_TYPE","OCCUPANCY_RATE_ROOMS","OCCUPANCY_RATE_BEDS","month"
2023-01-12,"Emergency","Room Based Capacity",91.84,NA,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,90.91,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,98.48,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,64,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,97.06,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,94.64,2023-01-01
2023-01-12,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,54.55,2023-01-01
2023-01-12,"Emergency","Room Based Capacity",92.86,NA,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-12,"Emergency","Room Based Capacity",97.62,NA,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,95,2023-01-01
2023-01-12,"Emergency","Bed Based Capacity",NA,95.24,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-12,"Transitional","Bed Based Capacity",NA,82.05,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",98.8,NA,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,94.29,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",98.51,NA,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,93.48,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,29.41,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,93.33,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,98,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",91.84,NA,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,32,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,90.91,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,98.33,2023-01-01
2023-01-13,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,99.37,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,54.55,2023-01-01
2023-01-13,"Emergency","Room Based Capacity",71.43,NA,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-13,"Emergency","Bed Based Capacity",NA,95,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-13,"Transitional","Bed Based Capacity",NA,82.05,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",98.8,NA,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,94.44,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,97.14,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",97.01,NA,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,95.65,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,97.22,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,86.67,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,98.39,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",91.84,NA,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,96.15,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,74,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,98,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,90.91,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,97.78,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,97.06,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,98.68,2023-01-01
2023-01-14,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,96.83,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,99.37,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,54.55,2023-01-01
2023-01-14,"Emergency","Room Based Capacity",71.43,NA,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,95.45,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,97.83,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,97.96,2023-01-01
2023-01-14,"Emergency","Bed Based Capacity",NA,95,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-14,"Transitional","Bed Based Capacity",NA,82.05,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",99.33,NA,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,94.44,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,97.14,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",97.01,NA,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,95.65,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",99.04,NA,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,86.67,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,98.31,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",91.84,NA,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,96.15,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,88,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,90.91,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,98.28,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,96.49,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,98.68,2023-01-01
2023-01-15,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-15,"Emergency","Bed Based Capacity",NA,54.55,2023-01-01
2023-01-15,"Emergency","Room Based Capacity",71.43,NA,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-15,"Transitional","Bed Based Capacity",NA,82.05,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,97.44,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",81.82,NA,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,94.44,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",97.56,NA,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,91.43,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",97.01,NA,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,95.65,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,98.92,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,98.72,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,83.33,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",96.88,NA,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,98.31,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",91.16,NA,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,96.15,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,92,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,96.43,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,98.68,2023-01-01
2023-01-16,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,98.46,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,54.55,2023-01-01
2023-01-16,"Emergency","Room Based Capacity",71.43,NA,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-16,"Emergency","Bed Based Capacity",NA,91.67,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-16,"Transitional","Bed Based Capacity",NA,84.21,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",75,NA,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,88.89,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",97.56,NA,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,94.29,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",95.52,NA,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,91.3,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,98.92,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,95.45,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,98.59,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,83.33,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",95.31,NA,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,96.15,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",90.48,NA,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,97.3,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,96.67,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,98.33,2023-01-01
2023-01-17,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",99.69,NA,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,97.83,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,45.45,2023-01-01
2023-01-17,"Emergency","Room Based Capacity",71.43,NA,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,98.08,2023-01-01
2023-01-17,"Transitional","Room Based Capacity",98.7,NA,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,95,2023-01-01
2023-01-17,"Emergency","Bed Based Capacity",NA,96,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-17,"Transitional","Bed Based Capacity",NA,78.95,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",75,NA,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,88.89,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,94.29,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",95.52,NA,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,93.48,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,98.92,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,95.45,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,86.67,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",95.31,NA,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,98.72,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",89.8,NA,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,98,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,94.59,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,98.08,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,96.97,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,97.32,2023-01-01
2023-01-18,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,98.73,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,98.46,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,82.35,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,45.45,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",64.29,NA,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-18,"Transitional","Room Based Capacity",98.7,NA,2023-01-01
2023-01-18,"Emergency","Room Based Capacity",97.62,NA,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,96,2023-01-01
2023-01-18,"Emergency","Bed Based Capacity",NA,95,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-18,"Transitional","Bed Based Capacity",NA,84.21,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",99.33,NA,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",83.33,NA,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,83.33,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",60,NA,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,94.29,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",95.52,NA,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,95.65,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,97.85,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.04,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.77,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",96.88,NA,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.72,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",89.8,NA,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,98,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,94.87,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.21,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.67,2023-01-01
2023-01-19,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,98.36,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,82.35,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,45.45,2023-01-01
2023-01-19,"Emergency","Room Based Capacity",64.29,NA,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-19,"Transitional","Room Based Capacity",98.7,NA,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,92,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-19,"Emergency","Bed Based Capacity",NA,90,2023-01-01
2023-01-19,"Transitional","Bed Based Capacity",NA,84.21,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",99.34,NA,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",99.31,NA,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",66.67,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,83.33,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",60,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,91.43,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",95.52,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,97.83,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",96.97,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,96.08,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,96.67,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,86.67,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",96.88,NA,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",88.44,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,98,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,96,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,98.08,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,92,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,96.4,2023-01-01
2023-01-20,"Transitional","Room Based Capacity",100,NA,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,98.53,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,98.31,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,76.47,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,45.45,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",64.29,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,96.3,2023-01-01
2023-01-20,"Transitional","Room Based Capacity",98.7,NA,2023-01-01
2023-01-20,"Emergency","Bed Based Capacity",NA,97.96,2023-01-01
2023-01-20,"Emergency","Room Based Capacity",97.62,NA,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,92.86,2023-01-01
2023-01-20,"Transitional","Bed Based Capacity",NA,84.21,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",99.33,NA,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",100,NA,2023-01-01
2023-01-21,"Emergency","Bed Based Capacity",NA,100,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",98.46,NA,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",66.67,NA,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,88.89,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",99.03,NA,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,94.29,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",95.52,NA,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,97.83,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,100,2023-01-01
2023-01-21,"Emergency","Bed Based Capacity",NA,96.08,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,86.67,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",96.88,NA,2023-01-01
2023-01-21,"Emergency","Room Based Capacity",88.44,NA,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,98,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,80,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,81.82,2023-01-01
2023-01-21,"Transitional","Bed Based Capacity",NA,96,2023-01-01
